Time,Gx,Gy,Gz,Ax,Ay,Az
1532053119,-1.276367188,0.412124634,0.012283325,0.130532178,-0.065345984,1.198372423
1532053119,-0.97505188,0.651535034,-0.244949341,-0.484353635,-1.055135635,-3.315992421
1532053119,-0.690383911,0.521911621,-0.021987915,0.873269164,-1.240652502,-3.028116158
1532053120,-0.65246582,0.522979736,-0.085281372,-0.847572589,1.219621519,-0.873214036
1532053120,-0.985351563,0.428161621,-0.346664429,-1.95990307,-1.158314219,2.555554202
1532053120,-1.16116333,0.327484131,-0.328491211,-1.173214073,0.152779959,1.562722421
1532053120,-1.177368164,0.376541138,-0.216094971,0.317090607,-0.361932913,0.499861488
1532053120,-1.016052246,0.534317017,-0.190093994,1.791865063,-1.452532533,-2.417380883
1532053121,-0.675842285,0.468170166,-0.101348877,0.823978845,-1.067191499,-2.888078893
1532053121,-0.78793335,0.529296875,-0.134750366,-0.655253209,0.171094518,0.228832649
1532053121,-1.126419067,0.286483765,-0.052139282,-0.351162024,0.235411456,3.260340077
1532053121,-1.107910156,0.289596558,0.030349731,0.046811714,0.639165852,1.322082914
1532053121,-1.08380127,0.362106323,-0.118438721,0.0567746,-0.551560635,-0.069834475
1532053122,-0.960784912,0.482040405,-0.072906494,0.808722128,-1.50873189,-2.382426094
1532053122,-0.573471069,0.43762207,-0.106201172,0.000643153,-0.535962501,-2.327009174
1532053122,-0.938247681,0.585327148,-0.119659424,-0.103931726,0.150686182,0.51367637
1532053122,-1.045501709,0.294815063,-0.050918579,-0.288796917,0.673628488,2.837668449
1532053122,-1.069274902,0.263092041,-0.062561035,-0.854963926,0.772638959,1.287283388
1532053123,-1.182479858,0.407348633,-0.126190186,0.312394655,-0.59967863,0.003533216
1532053123,-0.854187012,0.533905029,-0.174468994,0.756333222,-1.869547607,-2.384590978
1532053123,-0.6355896,0.490615845,-0.119232178,1.271703363,-1.261376423,-1.866252212
1532053123,-0.742385864,0.527603149,0.105255127,0.039092542,0.250723035,0.752739553
1532053123,-1.103485107,0.132659912,0.257888794,-0.97639475,1.19374092,2.711190401
1532053124,-1.048278809,0.541748047,-0.316345215,-2.041503392,0.961478119,0.032971799
1532053124,-1.103744507,0.426605225,-0.124984741,0.421705433,-0.008755675,-0.282309989
1532053124,-0.836700439,0.340789795,-0.048324585,0.764813792,-1.175195465,-1.495760698
1532053124,-0.68208313,0.521453857,-0.138885498,0.020505009,-1.003626105,-2.076720235
1532053124,-0.810073853,0.478591919,-0.168243408,0.102161256,0.064049024,0.349869859
1532053125,-0.998001099,0.330429077,-0.036071777,0.350805694,0.184740023,2.978996283
1532053125,-1.132766724,0.381729126,-0.097976685,-0.849827487,0.369652086,1.094697959
1532053125,-1.173675537,0.439727783,-0.172332764,0.865435209,-0.865168626,-0.07065393
1532053125,-0.861984253,0.555679321,-0.123413086,0.66101629,-1.873419311,-2.423883523
1532053125,-0.661209106,0.504745483,0.01890564,0.769878592,-1.200525589,-2.084199456
1532053126,-0.738632202,0.545440674,-0.210540771,-1.32817596,1.028157547,-0.328517166
1532053126,-1.222427368,0.310379028,-0.088790894,0.794894197,-0.289789211,4.465585853
1532053126,-0.987228394,0.312576294,-0.02293396,0.202304369,0.708196586,0.733271579
1532053126,-1.194992065,0.440826416,-0.041442871,-0.086300268,-0.301849868,0.040267528
1532053126,-0.936233521,0.649475098,-0.192337036,0.096808302,-2.039042098,-2.884865789
1532053127,-0.460891724,0.382339478,-0.022994995,1.035614398,-0.782153901,-2.232406768
1532053127,-0.729904175,0.811325073,-0.341278076,-1.397081791,0.558257953,0.360296933
1532053127,-1.209945679,0.31880188,-0.079727173,-1.831348556,1.629918237,3.169316693
1532053127,-0.896713257,0.196289063,-0.19871521,-1.354960703,1.722997581,0.81681148
1532053127,-1.468811035,0.763916016,0.117645264,1.100735878,0.028843366,-0.110527577
1532053128,-1.24029541,0.949447632,-0.147506714,-0.306832377,-0.530402353,-3.312242956
1532053128,-0.303024292,0.392791748,0.176971436,0.041207624,-0.510805482,-3.410467528
1532053128,-0.870483398,0.792770386,-0.316268921,-2.307779553,-0.50112649,0.572472842
1532053128,-1.504180908,1.020446777,-0.762268066,-5.091320052,-0.280139247,4.461514678
1532053128,-0.953964233,0.348587036,-0.117904663,-0.986332336,0.436245228,1.722499037
1532053129,-1.185409546,0.334213257,-0.071990967,-1.315482003,2.090821407,0.395414174
1532053129,-1.07409668,0.6824646,0.176986694,2.464614441,-0.347587796,-0.4138302
1532053129,-1.014022827,0.586608887,0.060913086,1.271914818,-2.172154346,-1.530663022
1532053129,-0.397369385,0.215866089,0.120376587,-1.171341338,-0.468680932,-2.497640302
1532053129,-0.950012207,0.70350647,-0.020217896,-1.767464115,0.578895321,0.088085651
1532053130,-1.416900635,0.463134766,0.201980591,2.120103928,0.271098347,3.54995778
1532053130,-0.685974121,0.347122192,-0.157562256,-2.468146059,2.729433587,0.16148024
1532053130,-1.47277832,0.420349121,-0.153900146,-0.468700639,-0.009143964,1.165683186
1532053130,-1.285049438,0.760574341,-0.240325928,0.954586657,-0.200610332,-1.343199651
1532053130,-0.747802734,0.467498779,-0.199829102,1.086624053,-0.812304613,-3.084789558
1532053131,-0.666793823,0.557617188,-0.151763916,-0.205708954,-0.528438538,-1.362705175
1532053131,-1.271911621,0.756271362,-0.029769897,-0.198573813,0.935270483,2.266470729
1532053131,-0.910812378,0.353225708,0.072799683,-0.382752441,1.859204156,2.358794801
1532053131,-1.404251099,0.476287842,-0.21836853,-0.22213906,0.429514621,0.937619658
1532053131,-1.156555176,0.683410645,-0.30670166,0.312622355,0.044224719,-1.037956382
1532053132,-0.783187866,0.524917603,-0.100189209,1.128301992,-0.660184851,-2.582933895
1532053132,-0.534469604,0.630691528,-0.056274414,0.000981375,-0.498994097,-1.807779581
1532053132,-1.131103516,0.740356445,0.095336914,-0.665816371,-0.267372585,2.353126262
1532053132,-1.048965454,0.432601929,-0.13343811,-1.414634153,1.714303425,2.179060456
1532053132,-1.446273804,0.436645508,-0.123046875,-0.473187,0.503962756,1.434589219
1532053133,-1.247161865,0.668334961,-0.155334473,0.422372555,-0.03152943,-1.404982325
1532053133,-0.806991577,0.604690552,-0.12512207,0.907378931,-0.89052192,-3.097209742
1532053133,-0.641433716,0.593048096,-0.026550293,-0.025658226,-0.667535442,-1.717904818
1532053133,-1.058578491,0.700836182,-0.162124634,-0.799768581,0.454408253,2.428938469
1532053133,-1.211471558,0.480300903,-0.062820435,0.626029011,0.749831913,3.164539781
1532053134,-1.421157837,0.530136108,-0.069442749,0.855133569,0.26887301,1.265016165
1532053134,-1.230148315,0.724014282,-0.20741272,0.323999113,-0.54145314,-2.079280332
1532053134,-0.79888916,0.599655151,-0.174926758,0.352197462,-1.172329104,-3.322691869
1532053134,-0.606903076,0.644866943,-0.060440063,-0.290511194,-0.185391432,-1.565778665
1532053134,-1.213150024,0.759857178,-0.179336548,0.48043506,0.384987899,3.006018846
1532053135,-1.122085571,0.495605469,-0.020141602,0.780749616,1.052945718,2.685765202
1532053135,-1.419403076,0.455322266,-0.070541382,0.042239865,0.60557407,0.924166433
1532053135,-1.208908081,0.752883911,-0.251480103,-0.247097673,-0.265819962,-1.650727645
1532053135,-0.797348022,0.623214722,-0.169967651,0.298988835,-1.131043982,-2.970513316
1532053135,-0.422515869,0.537017822,-0.16835022,-0.244134108,-0.305466175,-1.736821784
1532053136,-1.289611816,0.995544434,-0.136062622,-0.217548836,0.768583497,3.012947858
1532053136,-1.071212769,0.539550781,-0.070526123,1.072351108,0.923707304,2.946627424
1532053136,-1.222503662,0.50289917,0.094482422,0.811578368,0.704819165,1.188297152
1532053136,-1.409179688,1.154708862,0.110092163,-2.191099275,1.688353317,-2.706035054
1532053136,-0.589935303,0.542098999,0.014938354,0.433099235,-1.621523687,-3.448163508
1532053137,-0.43699646,0.427642822,-0.050460815,-0.811113114,-0.269486869,-0.736139004
1532053137,-1.362792969,0.807647705,-0.415557861,-1.645824233,0.215037475,2.578160445
1532053137,-1.066604614,0.443374634,0.15536499,1.220934458,0.661260502,3.776247377
1532053137,-1.139694214,0.219497681,-0.17326355,-2.803959221,2.201038991,0.901738888
1532053137,-1.250350952,0.651535034,0.114883423,-1.423833244,1.926118742,-1.022635216
1532053138,-1.132843018,0.852752686,0.049026489,0.722004543,-1.682802224,-2.66921845
1532053138,-0.408630371,0.386489868,-0.136993408,-0.715736261,-0.711980138,-3.132649226
1532053138,-1.066162109,0.333068848,0.122756958,0.178706099,-0.391723566,0.07330271
1532053138,-1.182220459,0.603851318,-0.237350464,-3.536954364,1.793010488,3.280842156
1532053138,-0.838897705,0.439117432,-0.06602478,1.32791284,0.709116708,2.303178143
1532053139,-1.091003418,0.572555542,-0.069000244,-0.929606472,1.621823026,0.108006362
1532053139,-1.282516479,0.599441528,0.044250488,0.363751586,-1.107959702,-1.353037101
1532053139,-0.642715454,0.514633179,0.022613525,-1.370208365,-1.11558593,-3.749349184
1532053139,-0.464385986,0.310684204,-0.060928345,-0.148701328,-0.310353342,-1.014287005
1532053139,-1.452636719,1.009628296,-0.341278076,-0.987009045,0.296940331,2.225184808
1532053140,-1.040298462,0.448959351,0.162887573,0.809785262,1.062795686,2.983693034
1532053140,-1.086181641,0.307189941,-0.231079102,-2.43166528,2.184431519,0.134211335
1532053140,-1.061553955,0.625305176,-0.096252441,-0.248016198,0.837863236,-0.637435064
1532053140,-1.36265564,0.817108154,0.027786255,0.690296947,-0.745938106,-1.059492034
1532053140,-0.676055908,0.485900879,-0.034164429,-0.984803415,-0.016603478,-3.325905505
1532053141,-0.368362427,0.47744751,0.035385132,0.411009646,-0.334791041,-1.3562542
1532053141,-1.519577026,0.925613403,-0.175674438,-0.418143988,0.125829035,3.362854469
1532053141,-1.016616821,0.27961731,0.103210449,1.954688867,0.372046534,3.3529294
1532053141,-1.484664917,0.251785278,-0.038467407,-2.039463144,0.777143696,-0.437966961
1532053141,-1.195297241,0.430847168,-0.518661499,-0.284378999,1.755074557,-4.501911903
1532053142,-0.569122314,-0.140777588,-0.608520508,1.463663748,3.856031156,-2.366750728
1532053142,0.145767212,-0.622436523,-0.300186157,2.094963954,3.71745783,-0.601337779
